Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Rata-rata,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata (Next Sem),Kategori Performa,Kategori Performa (Next Sem),Jumlah Ketidakhadiran,Persentase Tugas,performance_trend
87,79,88,81,88,89,94,89,86,84,91,87,83,88,78,88,86.15,87,79,80,78,83,84,93,88,87,80,86,85,82,84,73,85,83.38,High,Mid,3,87,Significant Decrease Performance
88,90,100,89,96,97,96,94,86,88,86,90,90,87,94,89,91.25,86,90,100,89,92,94,90,93,85,85,82,84,90,83,94,83,88.75,High,High,1,88,Stable Performance
93,87,95,94,92,97,95,98,98,98,100,95,90,93,93,90,94.16,94,89,96,100,94,98,96,100,100,100,100,99,95,94,94,94,96.44,High,High,1,88,Stable Performance
76,90,89,98,98,92,92,85,90,88,90,85,91,82,100,96,90.17,79,91,93,100,99,97,89,87,96,94,94,89,95,85,100,99,92.94,High,High,1,99,Stable Performance
100,89,87,97,94,100,98,95,100,96,96,100,92,100,98,91,95.86,94,80,85,98,93,97,92,93,98,98,93,89,86,100,93,86,92.19,High,High,0,87,Stable Performance
100,95,89,93,92,98,100,99,100,100,84,100,94,100,97,100,96.34,100,97,92,99,96,98,100,100,100,100,88,100,99,100,100,100,98.06,High,High,1,90,Stable Performance
88,88,91,78,91,84,82,90,78,90,85,85,74,90,87,83,85.18,83,89,87,74,88,83,78,85,72,89,84,80,68,88,86,79,82.06,High,Mid,5,78,Significant Decrease Performance
81,90,88,86,81,87,87,92,80,82,96,87,87,91,95,80,86.81,80,87,87,78,78,78,84,87,85,77,93,78,81,83,91,83,83.12,High,Mid,2,79,Significant Decrease Performance
100,89,91,90,97,94,89,84,88,83,94,86,89,95,93,91,90.7,99,90,89,85,99,88,84,87,83,81,92,79,85,88,90,86,87.81,High,High,0,96,Stable Performance
88,94,88,94,85,98,93,91,93,91,92,98,97,95,93,90,92.42,85,90,82,93,84,99,87,88,92,82,91,91,91,94,87,84,88.75,High,High,1,86,Stable Performance
93,83,96,91,93,90,87,92,80,84,86,80,91,94,79,85,87.8,99,86,99,93,98,94,92,97,85,90,88,84,94,96,80,91,91.62,High,High,0,93,Stable Performance
96,98,100,95,100,97,94,98,90,95,96,94,100,100,98,99,96.92,93,100,100,98,100,100,99,100,92,100,100,96,100,100,100,100,98.62,High,High,0,90,Stable Performance
95,95,100,97,82,96,88,89,97,83,100,96,94,96,98,93,93.73,89,94,99,93,80,95,85,83,90,77,99,89,92,92,92,86,89.69,High,High,0,85,Stable Performance
94,85,94,93,97,91,92,86,90,93,94,99,93,90,93,87,91.95,88,83,90,86,92,88,89,82,88,87,90,100,87,91,88,81,88.12,High,High,1,88,Stable Performance
89,79,81,77,83,86,91,83,82,69,84,83,83,90,86,81,82.97,91,80,76,78,84,86,85,78,86,69,89,84,80,91,82,84,82.69,Mid,Mid,4,68,Stable Performance
79,78,81,85,73,83,87,78,83,78,70,79,78,87,86,78,80.25,79,79,81,81,67,85,85,75,84,82,72,78,81,83,86,84,80.12,Mid,Mid,4,73,Stable Performance
98,95,90,93,87,79,92,85,90,93,82,92,96,81,95,100,90.48,87,94,89,89,89,77,90,86,90,89,80,93,96,79,91,98,88.56,High,High,0,90,Stable Performance
78,83,74,84,82,80,80,81,79,74,79,79,73,79,79,77,78.89,78,80,78,80,89,83,81,79,79,78,80,74,70,79,83,80,79.44,Mid,Mid,5,74,Stable Performance
97,98,92,96,100,90,87,90,98,93,89,100,89,94,99,98,94.31,100,97,94,100,99,91,96,94,100,97,92,100,94,96,100,100,96.88,High,High,0,96,Stable Performance
91,86,92,89,91,96,83,91,90,94,98,98,93,86,87,93,91.22,96,88,95,93,97,95,86,95,93,100,100,99,98,86,89,93,93.94,High,High,1,87,Stable Performance
94,99,96,94,100,100,100,100,98,97,100,97,97,100,95,100,98.02,90,100,93,90,91,94,95,100,94,90,96,99,94,93,92,96,94.19,High,High,1,94,Stable Performance
97,97,99,100,100,100,100,100,99,100,99,100,100,100,94,98,98.89,100,93,96,100,98,97,96,96,100,99,94,95,100,96,96,90,96.62,High,High,1,93,Stable Performance
92,78,91,90,100,91,89,95,87,89,90,92,84,93,86,99,90.53,90,73,86,85,95,85,86,96,78,84,85,88,79,90,81,97,86.12,High,High,1,89,Stable Performance
82,86,79,100,83,93,93,85,93,84,85,82,93,80,91,89,87.43,83,80,75,94,78,85,86,84,86,75,84,76,94,77,88,82,82.94,High,Mid,2,73,Significant Decrease Performance
100,95,99,98,94,100,97,99,90,98,99,90,95,86,87,95,95.11,97,93,100,94,92,100,96,97,86,96,96,90,93,83,86,94,93.31,High,High,0,92,Stable Performance
100,100,97,94,100,88,96,95,98,100,86,100,100,98,100,100,97.02,100,100,100,98,100,87,98,100,95,100,89,100,100,100,100,100,97.94,High,High,1,95,Stable Performance
83,72,77,90,76,82,78,85,81,85,84,80,71,77,76,76,79.48,85,80,83,96,77,88,82,92,77,92,87,83,82,86,82,83,84.69,Mid,Mid,4,77,Stable Performance
84,91,69,74,82,80,83,81,88,84,85,86,75,84,84,79,81.82,83,96,67,72,81,80,87,80,88,85,83,88,73,80,83,78,81.5,Mid,Mid,5,79,Stable Performance
85,85,82,80,98,92,87,80,90,85,86,98,96,75,89,88,87.26,84,80,82,76,98,87,83,75,88,84,83,89,96,70,83,89,84.19,High,Mid,2,78,Significant Decrease Performance
95,90,93,87,98,98,100,89,94,100,90,88,94,99,90,100,94.04,97,94,95,91,100,100,100,90,96,96,94,97,93,99,93,100,95.94,High,High,1,85,Stable Performance
88,96,89,90,97,91,85,88,96,94,96,89,87,88,89,92,91.07,86,94,87,80,94,83,80,85,94,91,90,86,90,87,90,88,87.81,High,High,0,90,Stable Performance
89,100,98,91,94,91,95,91,100,87,89,94,96,96,100,98,94.32,82,99,94,80,93,82,91,83,97,82,86,89,99,96,96,97,90.38,High,High,0,89,Stable Performance
79,89,87,91,84,89,70,82,79,88,80,89,88,81,85,83,84.1,83,96,98,96,85,92,75,84,85,88,83,92,100,82,86,82,87.94,Mid,High,0,94,Significant Increase Performance
79,82,77,70,81,84,70,78,74,84,84,74,72,80,73,83,77.81,85,86,72,70,82,91,80,83,77,89,91,76,79,80,79,86,81.62,Mid,Mid,6,78,Stable Performance
94,100,100,100,96,90,87,97,98,96,88,90,95,91,90,89,93.79,91,96,95,97,91,89,87,91,90,96,83,83,94,90,90,81,90.25,High,High,0,98,Stable Performance
85,85,82,86,87,88,81,84,86,86,79,84,89,83,88,86,84.93,90,89,88,93,89,93,87,86,94,92,82,81,97,92,94,86,89.56,Mid,High,2,80,Significant Increase Performance
78,86,78,79,77,87,87,86,84,75,78,76,85,92,83,88,82.5,86,94,88,89,84,90,88,90,89,81,74,81,97,100,97,95,88.94,Mid,High,0,83,Significant Increase Performance
93,92,88,94,95,96,91,92,90,88,95,81,82,88,84,96,90.42,97,97,87,93,92,90,86,90,90,84,95,76,80,87,87,95,89.12,High,High,0,97,Stable Performance
92,98,100,94,96,100,99,84,92,97,95,89,85,97,90,93,93.78,88,97,94,87,92,100,96,79,89,88,91,84,76,89,88,89,89.19,High,High,0,89,Stable Performance
90,89,85,89,87,98,90,100,83,88,88,86,88,87,84,98,89.3,93,93,90,93,86,100,92,100,88,92,85,88,91,88,89,100,91.75,High,High,1,93,Stable Performance
87,92,93,95,83,94,87,98,90,82,94,94,81,91,96,90,90.47,82,87,92,94,88,87,86,99,83,73,88,88,77,92,89,86,86.94,High,High,1,87,Stable Performance
84,94,93,88,87,93,85,90,95,97,87,81,86,93,85,95,89.52,87,93,87,81,87,88,83,89,97,93,83,81,84,91,83,91,87.38,High,High,1,92,Stable Performance
84,85,87,93,80,90,89,83,90,87,82,88,83,85,93,87,86.68,88,85,90,97,84,94,92,84,91,92,87,89,85,89,97,91,89.69,High,High,0,85,Stable Performance
88,82,78,86,86,77,89,91,86,84,93,86,84,92,91,76,85.61,84,78,79,79,82,72,86,87,79,80,89,82,77,90,89,73,81.62,High,Mid,5,72,Significant Decrease Performance
84,89,93,81,91,84,90,84,75,78,81,83,86,84,86,84,84.52,84,93,93,81,93,88,91,85,71,77,78,82,85,86,85,87,84.94,Mid,Mid,5,77,Stable Performance
93,97,93,95,96,92,84,94,89,97,99,91,93,96,89,93,93.17,96,96,97,98,100,97,88,96,88,98,100,95,98,100,93,95,95.94,High,High,0,89,Stable Performance
84,97,100,92,88,93,85,89,90,89,93,94,92,96,94,89,91.48,89,100,100,97,91,93,85,91,94,92,93,95,94,100,99,93,94.12,High,High,1,90,Stable Performance
90,90,89,93,80,91,92,94,96,90,95,94,92,84,96,91,91.22,86,88,88,89,71,89,92,89,96,88,87,95,91,80,96,89,88.38,High,High,0,97,Stable Performance
84,79,73,95,87,79,79,84,89,88,88,81,84,86,85,88,84.21,84,78,76,100,98,80,80,91,87,86,93,95,90,94,92,97,88.81,Mid,High,2,93,Significant Increase Performance
97,90,86,82,90,86,91,91,97,90,91,86,82,94,95,87,89.76,97,87,81,79,87,85,88,86,90,88,86,84,80,95,93,84,86.88,High,High,1,94,Stable Performance
69,86,85,79,84,79,80,71,85,70,88,88,66,87,78,81,79.84,81,90,94,80,87,80,96,75,93,71,92,100,74,86,85,84,85.5,Mid,High,1,91,Significant Increase Performance
84,89,85,87,97,96,95,88,87,83,94,100,98,91,93,92,91.26,78,85,85,87,90,98,91,88,87,82,90,96,94,83,90,88,88.25,High,High,1,87,Stable Performance
100,100,94,94,96,97,100,97,93,93,91,97,100,99,100,92,96.43,95,95,94,87,91,98,96,90,86,92,85,90,96,97,98,90,92.5,High,High,0,86,Stable Performance
77,84,89,87,79,94,72,83,83,82,85,82,75,82,83,87,82.76,81,92,99,99,91,100,76,88,86,85,93,95,78,87,84,94,89.25,Mid,High,1,90,Significant Increase Performance
94,83,95,85,85,85,77,85,94,89,88,89,93,83,92,87,87.77,87,81,93,81,83,81,74,82,91,84,85,93,88,83,91,83,85.0,High,High,0,90,Stable Performance
88,94,92,88,86,89,89,98,91,90,97,98,87,85,94,91,91.11,82,85,86,86,83,85,87,92,88,87,98,97,83,84,94,87,87.75,High,High,1,96,Stable Performance
94,100,95,100,97,97,100,98,93,91,94,97,100,89,96,100,96.26,88,96,89,93,91,91,100,94,91,87,91,95,94,86,88,96,91.88,High,High,1,85,Stable Performance
89,95,80,87,88,91,84,90,90,87,90,89,84,87,82,80,87.06,94,98,87,88,91,91,85,96,93,92,93,92,90,92,80,87,90.56,High,High,0,94,Stable Performance
88,77,85,89,87,97,89,85,90,80,92,84,92,89,90,84,87.25,82,74,76,89,82,95,89,82,85,80,89,83,90,90,88,82,84.75,High,Mid,5,79,Significant Decrease Performance
74,74,72,78,77,85,75,91,75,76,73,80,79,80,82,85,78.52,80,70,74,79,85,95,75,100,73,79,81,90,82,89,94,94,83.75,Mid,Mid,6,72,Stable Performance
85,91,95,85,100,100,90,85,86,92,94,81,86,91,83,89,89.51,83,87,92,82,100,94,89,85,82,94,89,82,89,94,80,86,88.0,High,High,0,90,Stable Performance
100,99,96,100,100,95,100,100,100,100,100,99,99,100,100,100,99.26,99,98,89,100,97,100,97,93,96,100,95,91,88,100,94,98,95.94,High,High,0,99,Stable Performance
94,87,90,91,92,94,92,92,89,97,93,91,89,93,92,84,91.14,94,82,94,88,89,97,92,90,92,93,90,88,88,84,87,76,89.0,High,High,0,95,Stable Performance
85,96,92,87,88,86,87,95,89,94,98,88,83,92,86,90,89.74,85,91,87,81,82,82,84,87,86,88,96,87,79,91,80,87,85.81,High,High,0,95,Stable Performance
92,100,93,89,95,96,98,87,98,100,98,99,89,100,89,91,94.69,94,96,92,87,92,96,98,84,94,97,93,96,85,100,88,90,92.62,High,High,0,88,Stable Performance
88,87,90,84,87,85,98,98,100,90,90,94,84,85,82,94,89.64,83,81,87,81,84,86,93,98,100,89,88,89,81,87,80,92,87.44,High,High,0,88,Stable Performance
82,91,84,86,85,87,83,91,85,88,86,81,93,83,90,90,86.49,86,94,89,88,86,88,87,93,87,93,89,85,92,87,94,95,89.56,High,High,1,92,Stable Performance
87,93,97,93,93,95,92,96,94,93,89,96,82,95,94,90,92.56,79,90,91,88,87,93,93,97,93,95,86,90,78,93,94,91,89.88,High,High,0,93,Stable Performance
84,93,90,92,82,94,96,90,87,93,90,95,91,80,79,88,89.03,84,89,91,90,83,87,97,90,84,89,82,94,91,73,79,85,86.75,High,High,0,91,Stable Performance
92,88,93,87,100,89,91,85,88,93,90,76,93,93,94,96,90.43,95,90,96,89,100,87,93,88,91,94,96,78,97,91,94,95,92.12,High,High,1,99,Stable Performance
86,97,86,74,86,91,78,84,91,82,84,89,79,85,80,84,84.77,84,98,93,77,89,89,76,84,92,84,84,91,76,86,81,80,85.25,Mid,High,1,81,Significant Increase Performance
98,100,98,94,100,100,87,100,97,96,100,95,100,100,97,99,97.51,95,96,93,92,93,98,78,100,94,100,92,91,100,99,96,95,94.5,High,High,1,99,Stable Performance
97,96,98,88,90,87,100,85,100,96,89,87,93,92,95,82,92.18,100,100,100,90,94,88,99,94,100,98,94,87,97,93,98,84,94.75,High,High,1,87,Stable Performance
86,83,94,89,85,94,85,87,89,92,87,94,85,82,95,86,88.33,86,78,89,85,81,95,79,83,82,87,83,94,81,80,89,83,84.69,High,Mid,3,75,Significant Decrease Performance
98,99,100,94,98,91,93,91,99,100,97,91,92,91,97,87,94.81,98,96,91,91,88,90,88,87,99,100,92,90,89,91,100,85,92.19,High,High,1,99,Stable Performance
86,81,90,83,97,93,87,90,90,83,94,87,84,90,82,91,87.84,84,84,83,83,95,93,84,92,84,82,89,88,81,86,79,92,86.19,High,High,0,92,Stable Performance
88,83,91,90,84,89,79,89,79,87,90,88,94,82,88,75,85.92,86,87,88,85,85,84,74,82,73,77,86,81,88,78,86,68,81.75,High,Mid,5,84,Significant Decrease Performance
84,85,94,86,91,82,85,82,81,82,83,96,86,79,84,91,85.63,83,80,90,81,91,84,81,76,75,82,78,93,85,79,76,87,82.56,High,Mid,2,72,Significant Decrease Performance
78,89,86,80,78,76,82,83,88,83,79,88,85,78,81,84,82.41,76,91,81,76,78,78,86,86,89,83,84,82,83,74,81,87,82.19,Mid,Mid,5,84,Stable Performance
94,87,93,89,93,86,88,100,90,98,92,86,87,88,100,91,91.41,90,88,87,89,93,93,87,98,90,94,90,81,90,82,99,89,90.0,High,High,1,95,Stable Performance
82,84,83,85,78,75,76,73,78,62,84,84,76,74,88,86,79.36,93,87,87,87,82,75,78,73,84,67,94,92,76,83,90,85,83.31,Mid,Mid,4,68,Stable Performance
83,80,84,77,85,78,72,80,79,93,92,78,83,81,93,75,82.03,87,87,89,83,93,87,74,83,85,100,95,75,89,89,99,80,87.19,Mid,High,2,89,Significant Increase Performance
82,86,77,80,85,74,83,72,72,84,75,81,74,81,71,86,78.83,81,96,79,78,87,75,80,71,73,84,78,83,78,83,65,88,79.94,Mid,Mid,5,84,Stable Performance
94,87,80,89,88,87,95,96,92,97,76,88,88,94,88,92,89.27,98,88,85,92,89,85,97,100,96,100,78,91,91,99,93,95,92.31,High,High,0,91,Stable Performance
87,86,93,89,91,83,93,84,98,88,87,94,89,93,88,93,89.66,92,89,97,93,95,87,96,86,100,92,89,97,91,98,90,95,92.94,High,High,1,89,Stable Performance
88,93,94,80,90,98,91,100,84,90,91,86,82,99,94,91,90.68,85,89,90,79,82,91,90,100,82,87,91,77,76,97,88,90,87.12,High,High,0,88,Stable Performance
85,85,88,92,81,85,83,80,82,86,83,85,88,91,98,89,86.31,82,83,83,87,81,85,80,77,78,82,78,76,80,91,100,83,82.88,High,Mid,3,79,Significant Decrease Performance
81,90,83,81,87,91,81,86,86,79,77,77,91,82,81,86,83.64,78,85,84,81,90,91,82,89,86,80,75,74,92,82,80,85,83.38,Mid,Mid,6,66,Stable Performance
99,86,83,100,95,87,90,87,96,97,96,93,94,89,90,92,92.14,96,87,78,94,89,90,81,85,92,86,90,87,90,86,83,88,87.62,High,High,1,97,Stable Performance
86,87,79,92,82,77,84,86,97,85,88,89,80,87,86,88,85.73,82,84,74,89,80,74,82,83,96,87,82,86,76,84,82,83,82.75,High,Mid,3,76,Significant Decrease Performance
94,96,87,94,88,87,100,83,89,93,89,92,85,82,87,92,89.86,94,90,89,93,84,85,99,83,81,91,84,93,81,81,90,84,87.62,High,High,1,97,Stable Performance
85,89,78,83,85,81,86,84,88,87,76,93,75,78,85,87,83.75,83,92,76,80,84,82,86,81,86,85,78,97,77,78,85,91,83.81,Mid,Mid,5,78,Stable Performance
89,88,90,94,85,85,87,98,93,94,99,95,92,99,86,90,91.41,89,84,86,93,85,85,87,95,91,91,93,92,87,93,84,86,88.81,High,High,0,94,Stable Performance
100,86,93,100,97,99,87,92,100,92,100,98,91,98,100,98,95.65,98,83,94,94,90,99,79,94,97,95,95,93,90,91,95,93,92.5,High,High,1,89,Stable Performance
96,84,100,100,100,94,91,91,97,98,90,93,99,92,93,100,94.87,93,76,91,96,94,87,89,89,92,95,86,90,99,88,90,96,90.69,High,High,1,90,Stable Performance
94,92,83,83,84,85,89,87,87,87,84,86,100,91,88,80,87.51,97,94,87,85,90,89,93,90,91,85,89,84,100,94,92,86,90.38,High,High,1,87,Stable Performance
86,91,98,92,92,97,86,98,89,97,100,87,91,95,90,90,92.57,78,88,99,84,88,88,85,97,84,94,98,85,89,92,93,91,89.56,High,High,1,85,Stable Performance
87,79,94,84,77,94,91,82,94,92,89,87,88,90,85,94,88.02,86,78,91,83,72,89,91,80,93,88,85,82,84,90,80,89,85.06,High,High,1,85,Stable Performance
93,89,99,89,98,92,94,88,81,92,84,87,90,87,90,91,90.2,95,93,100,90,99,96,93,91,81,95,86,90,95,87,93,94,92.38,High,High,0,97,Stable Performance
81,90,85,83,78,81,88,89,91,97,95,93,94,89,89,96,88.77,78,85,85,84,77,70,84,85,87,98,89,89,92,91,82,96,85.75,High,High,0,88,Stable Performance
90,90,95,88,89,82,87,88,88,93,84,97,79,92,93,93,89.22,89,83,92,87,88,74,85,85,85,92,82,95,75,83,87,88,85.62,High,High,1,96,Stable Performance
97,90,97,88,88,100,92,96,94,95,81,93,91,96,87,97,92.54,93,89,95,86,89,88,89,94,87,87,73,100,82,88,83,98,88.81,High,High,1,95,Stable Performance
79,83,77,80,85,92,85,79,74,88,82,82,90,84,84,86,83.16,80,86,80,84,85,90,88,80,74,89,82,78,94,83,84,86,83.94,Mid,Mid,4,73,Stable Performance
92,86,74,81,83,89,79,86,85,90,80,86,93,89,88,83,85.25,94,81,77,81,78,88,80,88,84,88,77,83,96,83,88,77,83.94,High,Mid,5,82,Significant Decrease Performance
84,82,87,86,80,92,89,79,81,82,87,79,80,87,86,73,83.43,89,86,87,94,75,97,93,76,83,88,100,80,87,87,82,84,86.75,Mid,High,1,86,Significant Increase Performance
85,75,79,80,80,79,77,85,74,79,86,84,75,72,77,71,78.56,90,78,77,82,81,83,77,87,77,87,94,86,80,79,77,74,81.81,Mid,Mid,6,77,Stable Performance
84,82,82,86,88,85,83,80,82,85,89,77,78,84,73,85,82.78,96,81,88,87,95,92,91,85,92,93,87,83,83,88,78,87,87.88,Mid,High,1,80,Significant Increase Performance
96,100,91,95,91,99,89,92,94,93,87,84,96,92,91,95,92.82,96,93,88,90,84,97,87,91,90,87,86,80,97,89,89,93,89.81,High,High,1,95,Stable Performance
90,87,89,83,88,78,86,89,82,86,87,81,91,87,77,86,85.46,87,86,84,81,85,77,78,87,80,85,86,76,86,81,71,87,82.31,High,Mid,4,82,Significant Decrease Performance
100,93,89,90,92,87,100,97,98,85,93,98,88,92,87,97,92.79,94,90,83,84,94,83,98,91,94,84,87,94,87,95,82,96,89.75,High,High,1,95,Stable Performance
89,90,85,98,90,94,92,86,82,89,96,80,100,94,91,90,90.36,82,88,80,97,92,89,88,85,80,83,98,73,97,95,87,90,87.75,High,High,1,88,Stable Performance
84,74,82,82,89,78,80,80,78,88,75,73,81,77,81,83,80.37,83,76,82,85,90,80,82,81,77,87,75,74,80,76,81,82,80.69,Mid,Mid,5,69,Stable Performance
94,93,83,96,94,100,99,86,99,87,97,100,100,91,97,98,94.67,90,85,85,96,93,97,91,91,99,89,95,96,97,86,89,91,91.88,High,High,1,90,Stable Performance
96,86,95,97,94,90,93,99,96,96,93,96,84,94,92,94,93.4,92,85,91,95,87,84,95,96,99,93,88,89,85,92,87,94,90.75,High,High,0,89,Stable Performance
79,87,95,85,85,98,80,88,93,83,89,86,80,84,85,82,86.16,81,90,100,85,85,100,82,93,95,87,91,89,82,87,88,85,88.75,High,High,0,87,Stable Performance
84,90,85,95,95,86,93,85,90,89,95,84,97,98,91,85,90.1,80,91,78,92,88,85,94,77,93,83,90,81,91,100,83,80,86.62,High,High,1,90,Stable Performance
75,91,96,86,80,80,92,87,81,97,91,88,83,92,90,85,87.12,79,95,100,86,85,80,95,91,86,100,95,91,85,93,94,87,90.12,High,High,1,88,Stable Performance
96,96,92,85,85,83,97,83,91,83,99,85,92,83,95,96,89.92,96,93,92,83,78,78,99,77,89,85,100,81,88,76,94,92,87.56,High,High,1,90,Stable Performance
84,83,88,81,89,85,76,93,85,82,85,80,83,88,87,87,84.63,88,80,90,79,85,84,73,97,83,85,81,75,83,79,86,91,83.69,Mid,Mid,4,81,Stable Performance
78,77,83,85,77,80,83,81,87,74,74,87,84,81,79,83,80.84,74,72,87,81,69,69,71,75,78,61,67,82,82,64,67,69,73.0,Mid,Mid,6,70,Stable Performance
89,90,88,91,93,93,90,88,90,94,87,87,91,92,88,90,89.97,96,91,92,97,95,96,89,89,97,94,90,91,93,94,93,91,93.0,High,High,1,91,Stable Performance
85,89,97,92,86,87,83,97,84,77,82,90,86,90,91,86,87.75,83,86,99,90,83,86,86,92,80,75,83,83,82,91,87,88,85.88,High,High,1,97,Stable Performance
83,93,90,75,80,79,87,89,87,85,93,90,83,84,84,86,85.51,77,92,85,73,81,79,84,86,79,86,88,85,82,77,81,88,82.69,High,Mid,5,80,Significant Decrease Performance
84,86,80,77,86,88,93,86,80,87,83,77,84,85,91,84,84.62,90,84,77,72,80,83,91,90,79,88,78,77,78,82,91,82,82.62,Mid,Mid,5,69,Stable Performance
84,79,82,83,96,87,88,94,91,87,94,85,89,82,89,93,87.59,81,75,73,71,98,79,84,88,81,87,91,79,84,77,83,94,82.81,High,Mid,3,86,Significant Decrease Performance
96,96,100,90,87,94,87,86,90,100,95,93,83,88,99,90,92.03,92,92,99,85,80,92,89,85,90,98,94,92,81,83,99,89,90.0,High,High,0,94,Stable Performance
100,92,89,88,89,83,95,92,88,89,94,100,97,91,86,82,90.95,93,87,88,87,86,77,94,86,82,85,87,89,97,87,81,76,86.38,High,High,0,89,Stable Performance
92,87,92,92,94,85,86,89,92,92,100,80,96,96,86,89,90.58,90,85,89,89,88,83,89,87,89,82,95,79,93,95,84,87,87.75,High,High,0,98,Stable Performance
95,84,84,87,89,92,92,91,77,86,90,90,83,82,81,89,86.97,95,88,85,82,88,90,90,88,74,84,90,86,77,79,75,84,84.69,High,Mid,4,81,Significant Decrease Performance
100,97,91,97,91,92,94,92,90,100,86,93,95,100,97,94,94.32,96,92,87,94,90,91,93,85,83,100,82,91,93,95,94,89,90.94,High,High,0,85,Stable Performance
80,90,80,85,83,87,92,88,83,92,92,90,86,80,72,85,85.38,73,87,78,85,80,81,87,87,83,88,91,85,82,78,70,83,82.38,High,Mid,2,75,Significant Decrease Performance
96,86,95,90,95,89,89,92,87,97,93,87,89,95,91,96,91.67,92,84,86,84,89,83,87,85,84,94,90,84,86,98,88,93,87.94,High,High,1,85,Stable Performance
91,95,96,100,92,99,98,100,100,94,91,89,97,100,100,95,95.96,89,93,94,96,85,99,99,100,97,91,84,82,93,100,94,89,92.81,High,High,1,85,Stable Performance
93,100,89,80,98,87,91,95,90,98,100,88,93,92,94,89,92.27,88,98,86,78,97,85,90,91,87,93,96,88,84,93,92,83,89.31,High,High,1,95,Stable Performance
86,86,87,87,76,89,87,85,89,89,87,89,86,83,99,87,87.05,79,81,86,81,67,85,82,83,88,87,87,87,83,76,94,80,82.88,High,Mid,2,79,Significant Decrease Performance
89,100,85,90,99,79,94,88,85,88,86,95,87,91,85,89,89.32,91,96,76,88,91,75,94,85,78,83,81,90,85,88,78,80,84.94,High,Mid,5,81,Significant Decrease Performance
93,88,100,97,99,92,100,98,96,100,94,100,92,95,90,89,95.19,89,88,95,98,100,92,95,96,95,99,90,99,92,95,87,80,93.12,High,High,0,92,Stable Performance
81,82,86,80,86,81,80,86,80,92,85,76,82,80,75,88,82.47,81,90,87,80,84,83,74,84,83,89,84,72,83,78,71,87,81.88,Mid,Mid,5,70,Stable Performance
91,82,89,90,85,90,87,91,79,86,86,79,80,77,85,83,84.93,98,86,87,90,83,91,88,89,76,87,89,88,76,80,88,85,86.31,Mid,High,0,93,Significant Increase Performance
82,94,90,84,89,87,80,89,96,95,89,86,91,89,87,97,89.12,77,92,89,81,91,89,79,85,92,90,92,83,93,88,81,97,87.44,High,High,0,92,Stable Performance
94,100,97,97,88,100,100,97,100,98,90,91,96,88,100,95,95.7,97,100,97,94,90,100,94,97,97,96,85,92,99,84,95,93,94.38,High,High,1,95,Stable Performance
93,87,95,91,90,99,98,96,93,89,90,90,94,92,92,100,93.08,91,84,96,86,90,98,100,91,88,87,85,85,96,90,91,93,90.69,High,High,0,91,Stable Performance
91,81,87,81,88,95,83,89,93,84,88,94,80,80,79,89,86.43,88,74,78,75,85,91,78,89,83,84,85,96,76,76,74,90,82.62,High,Mid,4,89,Significant Decrease Performance
83,91,95,85,85,92,89,77,96,91,87,86,92,88,89,89,88.44,77,90,91,80,79,94,83,73,92,85,80,81,91,88,87,81,84.5,High,Mid,4,89,Significant Decrease Performance
83,85,86,83,88,89,95,83,91,94,92,84,85,95,86,87,87.96,77,80,84,78,89,85,89,85,89,96,90,79,82,91,87,85,85.38,High,High,1,99,Stable Performance
84,90,74,82,82,94,88,85,85,80,93,85,89,83,86,82,85.21,84,88,65,81,79,90,86,82,81,79,94,81,92,78,82,81,82.69,High,Mid,5,72,Significant Decrease Performance
94,100,95,97,95,100,91,94,96,90,96,95,95,95,92,87,94.48,87,98,91,93,87,97,88,91,90,89,91,92,91,93,90,88,91.0,High,High,0,91,Stable Performance
84,79,83,79,76,85,87,89,81,83,85,88,74,76,90,75,82.07,79,74,82,79,72,86,87,91,82,76,86,87,73,77,91,75,81.06,Mid,Mid,5,82,Stable Performance
100,100,100,93,94,98,100,100,100,90,99,97,98,90,99,91,96.72,99,100,100,91,90,95,100,94,99,86,92,91,95,90,99,94,94.69,High,High,0,96,Stable Performance
81,95,100,90,92,99,100,95,91,100,88,92,97,86,96,100,93.82,82,91,100,83,89,100,94,92,91,95,88,90,92,81,87,97,90.75,High,High,0,96,Stable Performance
100,94,93,99,92,94,97,97,86,90,86,87,90,94,95,85,92.44,98,92,89,96,87,90,96,96,82,84,83,80,92,91,90,82,89.25,High,High,0,92,Stable Performance
83,80,87,84,94,87,85,86,84,94,86,90,92,84,79,85,86.31,77,77,88,75,90,85,90,87,82,94,84,83,87,75,78,79,83.19,High,Mid,2,70,Significant Decrease Performance
